1_0	0_53	100.000	385	0	0	1	385	1	385	0.0	804
1_0	0_196	24.632	272	158	6	23	285	288	521	2.23e-17	78.6
1_0	0_196	34.043	94	48	5	284	367	591	680	3.94e-06	43.1
1_2	0_286	98.614	433	6	0	54	486	37	469	0.0	892
1_3	0_44	70.068	147	11	1	67	213	1	114	4.99e-63	200
1_4	0_207	95.470	287	13	0	1	287	1	287	0.0	528
1_4	0_207	71.264	87	25	0	250	336	383	469	4.29e-32	119
1_5	0_18	80.896	335	14	2	22	356	1	285	0.0	524
1_5	0_100	20.763	236	174	3	192	427	107	329	8.18e-10	55.8
1_5	0_30	21.401	257	180	9	116	359	100	347	3.70e-05	40.8
1_5	0_236	38.000	50	31	0	607	656	325	374	6.73e-04	36.6
1_5	0_171	21.393	201	127	5	185	375	358	537	8.23e-04	36.6
1_6	0_25	93.363	226	15	0	1	226	1	226	1.80e-159	435
1_7	0_57	85.455	110	16	0	4	113	47	156	3.64e-70	202
1_7	0_132	31.818	110	61	5	4	108	41	141	1.38e-06	40.0
1_7	0_247	27.273	99	56	5	14	111	77	160	3.30e-04	33.1
1_8	0_285	100.000	73	0	0	1	73	1	73	6.73e-52	151
1_9	0_280	81.006	179	12	1	568	746	1	157	5.86e-93	281
1_9	0_171	29.070	688	433	17	66	736	186	835	3.11e-68	235
1_9	0_214	28.331	593	384	15	153	721	23	598	8.94e-55	193
1_9	0_107	23.729	413	219	11	67	477	88	406	1.02e-23	99.8
1_9	0_236	25.067	371	225	10	410	732	24	389	1.44e-19	86.3
1_9	0_300	23.077	325	189	6	412	734	5	270	6.52e-19	82.4
1_9	0_100	25.269	186	131	4	242	425	93	272	5.43e-15	72.4
1_9	0_288	35.455	110	60	4	57	158	24	130	4.44e-12	58.9
1_10	0_125	57.551	245	101	3	1	245	222	463	9.87e-99	291
1_10	0_292	83.333	102	17	0	1	102	28	129	5.59e-60	181
1_10	0_381	43.636	165	76	4	84	247	1	149	4.95e-43	138
1_10	0_289	36.400	250	139	4	1	248	168	399	7.16e-42	142
1_10	0_347	40.491	163	63	1	85	247	4	132	1.38e-37	125
1_10	0_5	34.413	247	113	6	1	247	174	371	6.79e-35	123
1_10	0_191	30.738	244	82	4	1	244	74	230	1.11e-27	101
1_10	0_269	27.545	167	103	4	1	166	151	300	1.17e-11	58.2
1_10	0_204	23.952	167	111	4	1	166	157	308	5.48e-11	56.2
1_10	0_259	21.591	176	121	3	13	188	95	253	2.35e-06	42.0
1_11	0_125	93.519	432	19	2	1	424	36	466	0.0	838
1_11	0_289	36.675	409	232	7	18	420	8	395	7.52e-80	247
1_11	0_5	37.084	391	195	8	32	420	27	368	6.80e-75	233
1_11	0_381	55.280	161	57	3	263	422	2	148	7.20e-56	176
1_11	0_191	34.603	315	119	7	109	422	4	232	3.18e-52	170
1_11	0_292	53.488	129	60	0	152	280	1	129	6.79e-49	157
1_11	0_347	36.810	163	67	4	261	421	2	130	7.01e-30	109
1_11	0_204	27.113	284	190	6	63	345	42	309	1.59e-25	101
1_11	0_269	26.715	277	179	9	77	348	47	304	1.74e-20	86.7
1_11	0_121	31.250	112	73	3	103	210	78	189	1.72e-08	48.9
1_11	0_259	25.455	165	103	4	184	344	84	232	4.01e-07	45.4
1_12	0_321	62.595	131	45	2	104	234	29	155	3.76e-52	161
1_12	0_299	36.937	111	67	1	3	110	185	295	7.80e-18	76.6
1_12	0_299	38.095	63	38	1	35	97	112	173	1.82e-08	48.5
1_13	0_296	93.158	570	35	4	1	568	1	568	0.0	1014
1_14	0_324	43.852	488	254	9	1	473	27	509	5.25e-140	407
1_14	0_159	91.870	123	10	0	258	380	8	130	3.91e-82	246
1_14	0_69	38.397	237	138	6	180	415	1	230	9.83e-49	162
1_14	0_283	23.792	269	174	10	1	249	1	258	1.01e-12	62.8
1_14	0_132	24.845	161	104	3	213	361	1	156	6.76e-10	54.7
1_14	0_247	19.573	281	198	7	193	471	4	258	1.82e-08	50.4
1_14	0_57	26.357	129	85	4	209	335	2	122	2.00e-08	48.5
1_14	0_250	28.125	96	52	3	1	87	1	88	2.64e-06	40.8
1_15	0_179	87.681	276	32	1	1	274	89	364	2.19e-173	478
