1_0	1_0	100.000	385	0	0	1	385	1	385	0.0	804
1_0	1_385	24.265	272	159	6	23	285	243	476	1.05e-16	76.6
1_0	1_385	33.696	92	51	4	284	367	546	635	2.05e-06	44.3
1_1	1_1	100.000	885	0	0	1	885	1	885	0.0	1823
1_1	1_53	46.270	858	353	8	114	877	6	849	0.0	752
1_1	1_248	46.071	560	246	14	41	581	120	642	5.61e-155	483
1_1	1_248	51.812	276	133	0	579	854	791	1066	3.61e-88	300
1_1	1_319	42.254	497	205	11	34	520	114	538	4.93e-116	372
1_1	1_319	51.875	160	77	0	687	846	563	722	8.13e-52	191
1_2	1_2	100.000	486	0	0	1	486	1	486	0.0	1009
1_3	1_3	100.000	672	0	0	1	672	1	672	0.0	1384
1_4	1_4	100.000	336	0	0	1	336	1	336	0.0	686
1_5	1_5	100.000	687	0	0	1	687	1	687	0.0	1405
1_5	1_188	26.291	213	133	6	192	399	285	478	5.44e-11	60.1
1_5	1_253	24.257	202	136	6	185	376	196	390	1.63e-10	58.9
1_5	1_253	38.000	50	31	0	607	656	664	713	3.93e-04	38.1
1_5	1_242	20.763	236	174	3	192	427	19	241	1.19e-09	55.5
1_5	1_315	25.600	250	147	10	162	399	531	753	1.26e-08	52.8
1_5	1_288	21.498	614	361	25	77	659	63	586	3.08e-07	48.1
1_5	1_165	21.495	321	214	13	83	368	332	649	3.18e-07	48.1
1_5	1_337	26.154	195	125	6	169	357	1266	1447	3.95e-07	48.1
1_5	1_9	19.231	494	335	14	193	656	256	715	2.31e-06	45.4
1_5	1_233	19.231	494	335	14	193	656	126	585	3.17e-06	44.7
1_5	1_365	31.461	89	57	3	192	279	155	240	2.36e-04	38.1
1_5	1_118	32.500	80	45	3	185	264	264	334	3.64e-04	38.1
1_5	1_158	21.891	201	126	5	185	375	242	421	5.28e-04	37.7
1_6	1_6	100.000	226	0	0	1	226	1	226	8.32e-171	464
1_7	1_7	100.000	113	0	0	1	113	1	113	3.76e-84	236
1_7	1_360	30.000	110	63	4	4	108	270	370	7.36e-08	43.9
1_7	1_218	24.272	103	65	3	4	106	225	314	1.55e-07	43.1
1_7	1_280	31.579	95	48	4	14	106	76	155	1.87e-06	39.7
1_7	1_248	27.473	91	54	3	6	93	15	96	6.28e-05	35.8
1_8	1_8	100.000	73	0	0	1	73	1	73	8.59e-52	151
1_9	1_9	100.000	746	0	0	1	746	1	746	0.0	1545
1_9	1_233	100.000	616	0	0	131	746	1	616	0.0	1265
1_9	1_158	28.235	680	420	15	66	736	70	690	1.11e-65	226
1_9	1_90	27.907	688	422	17	66	736	144	774	4.81e-62	217
1_9	1_253	26.184	760	469	22	55	744	3	740	2.72e-61	214
1_9	1_165	28.968	649	392	21	33	641	246	865	2.39e-59	212
1_9	1_188	28.381	525	325	16	45	551	71	562	1.87e-42	157
1_9	1_74	26.531	588	365	17	180	743	124	668	2.14e-41	155
1_9	1_357	28.454	485	324	13	144	615	890	1364	3.03e-40	154
1_9	1_356	27.506	429	259	8	66	488	193	575	5.04e-39	147
1_9	1_337	28.389	391	266	8	163	545	1184	1568	6.23e-37	144
1_9	1_315	25.919	571	352	18	67	590	363	909	2.98e-33	132
1_9	1_387	26.578	301	181	5	67	362	136	401	5.57e-25	102
1_9	1_156	32.749	171	99	5	34	198	78	238	1.03e-23	100
1_9	1_156	22.222	306	197	7	436	730	212	487	1.57e-14	71.2
1_9	1_242	26.190	168	117	3	259	425	23	184	1.86e-14	70.9
1_9	1_118	30.159	189	110	7	103	281	121	297	6.75e-14	70.1
1_9	1_56	26.457	223	139	7	543	746	4	220	2.50e-13	64.7
1_9	1_197	36.458	96	49	4	315	401	282	374	2.87e-10	57.4
1_9	1_148	26.724	116	69	5	36	141	1156	1265	8.18e-08	50.4
1_9	1_189	22.513	191	130	5	460	632	70	260	8.61e-07	46.2
1_9	1_5	19.231	494	335	14	256	715	193	656	2.51e-06	45.4
1_9	1_68	34.848	66	41	1	644	709	221	284	1.74e-05	42.0
1_10	1_10	100.000	248	0	0	1	248	1	248	0.0	517
1_10	1_106	56.735	245	104	2	1	245	187	429	1.56e-99	292
1_10	1_81	53.036	247	113	2	1	247	32	275	1.28e-97	281
1_10	1_11	55.510	245	107	2	1	245	179	421	7.75e-97	285
1_10	1_364	56.327	245	105	2	1	245	232	474	3.83e-96	285
1_10	1_30	52.823	248	116	1	1	247	28	275	1.48e-91	266
1_10	1_180	52.823	248	116	1	1	247	170	417	2.82e-90	268
1_10	1_41	37.247	247	138	3	1	246	16	246	2.55e-50	160
1_10	1_84	38.281	256	135	5	1	248	392	632	1.07e-47	162
1_10	1_278	35.200	250	142	4	1	248	55	286	6.71e-42	140
1_10	1_126	32.661	248	123	4	1	248	27	230	3.56e-35	120
