0_0	2_195	89.558	249	26	0	1	249	1	249	1.38e-171	468
0_1	2_211	95.890	438	18	0	1	438	1	438	0.0	880
0_2	2_119	79.188	591	118	4	1	589	1	588	0.0	986
0_3	2_134	90.620	629	59	0	1	629	1	629	0.0	1219
0_4	2_252	75.990	404	94	3	1	402	1	403	0.0	671
0_5	2_179	34.211	76	50	0	28	103	26	101	1.32e-09	50.1
0_6	2_212	98.810	168	2	0	1	168	1	168	1.95e-122	337
0_7	2_74	65.141	568	189	5	1	567	1	560	0.0	764
0_8	2_66	43.539	356	189	5	1	348	57	408	1.34e-97	290
0_9	2_236	82.857	210	35	1	1	210	1	209	2.34e-111	312
0_10	2_201	60.991	323	85	11	21	324	26	326	1.25e-102	299
0_12	2_152	84.419	430	65	2	1	430	18	445	0.0	755
0_13	2_172	84.651	1075	155	8	1	1068	1	1072	0.0	1457
0_13	2_234	24.719	89	67	0	296	384	23	111	3.57e-04	38.1
0_14	2_341	86.494	348	47	0	1	348	1	348	0.0	623
0_15	2_192	38.372	86	53	0	287	372	987	1072	2.56e-14	68.9
0_15	2_192	36.842	76	45	2	1	73	1	76	3.95e-10	55.8
0_15	2_47	30.000	80	47	4	1	73	1	78	3.22e-07	45.4
0_16	2_334	95.794	642	27	0	1	642	1	642	0.0	1262
0_17	2_343	25.000	400	252	12	12	396	184	550	7.84e-28	110
0_18	2_286	27.737	137	95	3	151	285	301	435	1.02e-06	44.3
0_18	2_36	35.185	54	35	0	183	236	288	341	1.89e-04	37.0
0_18	2_69	26.549	113	78	1	158	270	260	367	4.42e-04	35.8
0_19	2_288	80.886	361	63	2	1	355	1	361	0.0	554
0_19	2_292	44.776	67	37	0	133	199	71	137	1.66e-13	64.3
0_20	2_83	84.068	703	105	5	1	701	1	698	0.0	1217
0_22	2_158	62.474	477	162	3	1	469	5	472	0.0	612
0_22	2_107	21.759	432	304	11	54	465	48	465	6.39e-18	80.5
0_22	2_91	39.474	38	23	0	62	99	184	221	7.26e-04	36.2
0_23	2_52	51.795	390	167	6	14	392	27	406	3.96e-128	370
0_23	2_209	30.270	370	222	7	22	380	25	369	2.57e-53	176
0_23	2_282	44.512	164	86	3	225	385	309	470	3.04e-39	140
0_23	2_282	31.579	171	108	4	15	183	51	214	8.16e-14	67.0
0_25	2_175	82.301	226	40	0	1	226	1	226	2.00e-142	392
0_26	2_151	52.500	80	29	3	37	108	54	132	1.32e-19	73.2
0_27	2_141	96.825	252	8	0	351	602	546	797	0.0	538
0_27	2_141	68.657	335	76	10	27	354	35	347	2.30e-114	354
0_27	2_29	44.922	256	134	5	350	600	947	1200	3.35e-64	223
0_27	2_38	37.255	255	134	9	355	600	984	1221	8.02e-38	145
0_27	2_77	35.802	243	140	8	360	597	69	300	8.80e-38	137
0_29	2_345	90.865	624	51	1	1	624	1	618	0.0	1184
0_30	2_93	26.768	396	217	11	51	430	29	367	2.40e-34	128
0_30	2_286	21.970	264	177	10	180	431	274	520	9.48e-07	45.4
