2_0	0_179	45.000	340	164	2	239	555	25	364	4.67e-99	300
2_1	0_45	81.873	662	115	4	1	662	1	657	0.0	1129
2_2	0_58	95.178	394	15	2	6	395	1	394	0.0	776
2_3	0_239	81.373	510	93	2	15	523	1	509	0.0	869
2_3	0_366	38.902	437	255	4	85	520	19	444	3.88e-101	307
2_4	0_344	97.768	224	5	0	1	224	1	224	6.18e-170	467
2_4	0_213	25.000	328	195	8	17	303	255	572	1.50e-26	105
2_4	0_328	29.060	234	150	8	7	231	92	318	8.62e-21	88.2
2_4	0_328	26.667	255	158	10	17	257	462	701	1.35e-18	81.6
2_4	0_243	27.619	315	201	11	9	303	15	322	4.73e-18	78.6
2_4	0_208	28.947	228	137	11	13	229	179	392	1.26e-16	75.1
2_4	0_75	25.899	139	84	5	106	232	968	1099	9.39e-08	48.1
2_5	0_384	90.027	371	36	1	1	371	1	370	0.0	676
2_6	0_61	66.029	418	132	6	1	410	1	416	0.0	573
2_7	0_144	74.317	366	88	2	1	362	44	407	0.0	553
2_7	0_276	29.861	144	87	6	77	212	46	183	2.48e-04	36.2
2_8	0_240	91.685	457	38	0	111	567	1	457	0.0	893
2_10	0_246	90.909	55	5	0	167	221	1	55	1.17e-31	105
2_11	0_126	77.913	575	97	7	7	571	8	562	0.0	889
2_12	0_110	71.795	702	95	17	1	616	1	685	0.0	863
2_13	0_56	77.461	2418	515	16	663	3063	1	2405	0.0	3505
2_15	0_217	93.640	283	18	0	1	283	1	283	0.0	555
2_16	0_113	56.618	136	45	4	1	127	1	131	5.51e-42	130
2_17	0_235	86.910	657	85	1	53	708	25	681	0.0	1174
2_18	0_117	77.500	760	166	3	1	755	1	760	0.0	1197
2_19	0_364	85.263	475	47	8	1	458	1	469	0.0	775
2_20	0_56	77.461	2418	515	16	663	3063	1	2405	0.0	3505
2_21	0_236	33.333	231	129	7	148	355	161	389	5.10e-28	108
2_21	0_236	36.170	47	29	1	96	141	1	47	1.39e-04	37.7
2_21	0_214	26.368	201	117	4	158	356	437	608	5.62e-12	61.2
2_21	0_280	44.776	67	35	1	302	366	88	154	1.35e-11	57.0
2_21	0_171	38.372	86	48	4	285	366	758	842	1.23e-08	50.8
2_21	0_171	40.741	54	32	0	1	54	347	400	9.32e-08	48.1
2_21	0_300	41.379	58	32	1	303	358	214	271	1.61e-07	46.6
2_22	0_182	88.060	201	22	2	8	207	1	200	6.25e-119	331
2_22	0_41	48.889	90	38	4	61	148	70	153	6.21e-15	65.1
2_22	0_73	50.000	56	28	0	89	144	77	132	2.29e-13	62.0
2_22	0_139	40.476	84	46	2	70	149	45	128	6.70e-12	57.8
2_23	0_114	36.649	382	183	7	24	351	61	437	8.87e-72	225
2_23	0_356	47.170	106	54	2	26	129	11	116	3.89e-27	103
2_23	0_356	38.889	126	55	6	235	351	125	237	2.55e-12	60.8
2_23	0_93	36.207	58	36	1	26	83	6	62	1.21e-06	40.4
2_24	0_53	97.922	385	8	0	1	385	1	385	0.0	792
2_24	0_196	24.265	272	159	6	23	285	288	521	1.04e-16	76.6
2_24	0_196	32.143	112	62	5	284	385	591	698	5.66e-07	45.8
2_25	0_346	98.596	356	5	0	1	356	1	356	0.0	724
2_25	0_212	98.525	339	5	0	1	339	1	339	0.0	688
2_26	0_333	86.510	341	46	0	1	341	1	341	0.0	626
2_26	0_70	28.906	256	140	12	117	337	77	325	3.00e-17	75.9
2_27	0_64	81.587	315	58	0	1	315	1	315	0.0	548
2_28	0_181	33.974	312	191	7	5	305	5	312	7.68e-53	172
2_29	0_202	70.621	1273	247	37	1	1204	1	1215	0.0	1518
2_29	0_27	44.922	256	134	5	947	1200	350	600	1.32e-63	222
2_29	0_131	38.783	263	143	9	946	1202	51	301	4.66e-44	157
2_29	0_149	31.674	221	139	7	991	1201	148	366	1.85e-25	104
2_30	0_220	84.839	310	46	1	1	310	1	309	0.0	534
2_31	0_173	82.158	695	112	5	27	712	34	725	0.0	1164
2_32	0_185	84.615	403	61	1	1	402	1	403	0.0	730
2_33	0_388	66.323	582	171	4	7	585	13	572	0.0	762
2_33	0_390	71.391	381	105	1	209	585	1	381	0.0	580
2_33	0_393	25.952	420	218	16	239	581	28	431	3.68e-34	129
2_34	0_366	76.392	449	105	1	19	467	2	449	0.0	694
2_34	0_239	37.802	455	266	7	20	462	57	506	1.36e-104	316
2_35	0_146	88.791	910	101	1	1	909	1	910	0.0	1691
2_35	0_268	33.333	60	38	1	356	413	205	264	1.74e-04	39.3
2_36	0_288	91.736	121	10	0	28	148	4	124	7.55e-81	242
2_36	0_171	29.607	331	191	9	55	355	184	502	1.40e-30	120
2_36	0_171	50.000	58	29	0	423	480	763	820	6.53e-10	55.8
2_36	0_214	31.739	230	137	9	120	341	21	238	3.52e-20	87.8
2_36	0_214	45.946	74	40	0	412	485	530	603	2.13e-17	79.3
2_36	0_107	24.859	354	194	13	7	347	38	332	7.63e-16	73.9
2_36	0_100	26.596	188	131	4	202	384	76	261	8.03e-12	61.2
2_36	0_300	39.744	78	47	0	403	480	180	257	7.38e-11	57.4
2_36	0_236	33.333	63	42	0	425	487	325	387	8.49e-09	51.6
